Individual,Site,Loc,Depth,PC1,PC2,PC3,PC4,Clusters,Taxa,Q.Clust1,Q.Clust2,Q.Clust3,Q.Clust4,taxaQ.Clust1,taxaQ.Clust2
KP1032_AC_CA10,CA10,CA,10-12, 1.21406943,-1.32187833, 2.014687e+00,-0.823821739,Clust4,Clust2,0.000010,0.000010,0.000010,0.999970,0.001925,0.998075
KP1045_AC_CA10,CA10,CA,10-12,-7.73327269, 0.06447635, 7.035354e-02, 0.213331174,Clust1,Clust1,0.999970,0.000010,0.000010,0.000010,0.999990,0.000010
KP1046_AC_CA10,CA10,CA,10-12, 0.93261227,-0.91126049, 1.418900e+00,-0.283054018,Clust4,Clust2,0.000010,0.054956,0.000010,0.945024,0.000010,0.999990
KP1047_AC_CA10,CA10,CA,10-12, 0.56010719,-0.69844913, 2.183753e+00, 0.036101366,Clust4,Clust2,0.000010,0.017966,0.000010,0.982014,0.022398,0.977602
KP1052_AC_CA10,CA10,CA,10-12, 1.00331171,-0.09189299, 1.151112e+00,-0.845682284,Clust4,Clust2,0.000010,0.308597,0.009794,0.681599,0.000010,0.999990
KP1053_AC_CA10,CA10,CA,10-12, 0.80169833,-1.00643788, 1.186652e+00, 0.008232123,Clust4,Clust2,0.001906,0.000373,0.075715,0.922005,0.000010,0.999990
KP1062_AC_CA20,CA20,CA,20, 1.21065299,-1.20699962, 8.229831e-01,-0.091790255,Clust4,Clust2,0.000010,0.000010,0.216785,0.783195,0.000010,0.999990
KP1066_AC_CA20,CA20,CA,20, 0.93131210,-0.60576517, 1.561918e+00,-0.591887745,Clust4,Clust2,0.000010,0.003581,0.020717,0.975692,0.000010,0.999990
KP1067_AC_CA20,CA20,CA,20, 0.99490361,-1.28924745, 1.222237e+00,-0.123748151,Clust4,Clust2,0.000010,0.000010,0.051982,0.947998,0.005711,0.994289
KP1069_AC_CA20,CA20,CA,20, 0.80263137,-0.72581104, 1.897244e+00,-0.230052007,Clust4,Clust2,0.000010,0.000010,0.000010,0.999970,0.000327,0.999673
KP1070_AC_CA20,CA20,CA,20, 0.99730272,-1.06508785, 1.755115e+00, 0.406486131,Clust4,Clust2,0.000010,0.019913,0.000010,0.980067,0.000010,0.999990
KP1076_AC_CA20,CA20,CA,20, 1.03803783,-0.72627819, 1.188946e+00,-0.117770839,Clust4,Clust2,0.000010,0.090925,0.147005,0.762060,0.022010,0.977990
KP1077_AC_CA20,CA20,CA,20, 0.76066358,-0.87468330, 1.568122e+00, 0.308498282,Clust4,Clust2,0.000010,0.081624,0.000010,0.918356,0.000010,0.999990
KP1081_AC_CA20,CA20,CA,20, 0.63880715,-1.50928783, 2.067474e+00,-0.482948458,Clust4,Clust2,0.000010,0.000010,0.000010,0.999970,0.005267,0.994733
KP1088_AC_CA20,CA20,CA,20, 0.97590202,-0.96758453, 1.463381e+00, 0.471520576,Clust4,Clust2,0.000010,0.063802,0.050418,0.885771,0.000010,0.999990
KP1089_AC_CA20,CA20,CA,20, 0.82200237,-1.25270403, 1.035010e+00,-0.381495283,Clust4,Clust2,0.000010,0.000010,0.000010,0.999970,0.000010,0.999990
KP1097_AC_CA20,CA20,CA,20, 1.48281403,-1.43398928, 1.992841e+00, 0.092394070,Clust4,Clust2,0.000010,0.000010,0.000010,0.999970,0.000010,0.999990
KP1104_AC_CA20,CA20,CA,20, 0.80876334,-1.02059952, 1.762342e+00,-0.230476339,Clust4,Clust2,0.000010,0.007034,0.000010,0.992946,0.000010,0.999990
KP1107_AC_CA20,CA20,CA,20, 1.41112403,-1.42315567, 1.801663e+00, 0.061798684,Clust4,Clust2,0.000010,0.000010,0.062323,0.937657,0.000010,0.999990
KP1115_AC_CA20,CA20,CA,20, 1.22312166,-1.40867545, 1.522748e+00,-0.351400057,Clust4,Clust2,0.000010,0.000010,0.044131,0.955849,0.000010,0.999990
KP1120_AC_CA20,CA20,CA,20, 0.83589058,-0.88903313, 1.356853e+00,-0.291914612,Clust4,Clust2,0.000010,0.171812,0.000010,0.828168,0.000010,0.999990
KP1121_AC_CA20,CA20,CA,20,-7.90308253,-0.12838486, 3.334308e-01,-0.150139242,Clust1,Clust1,0.999970,0.000010,0.000010,0.000010,0.999990,0.000010
KP1125_AC_CA20,CA20,CA,20, 0.90836957,-1.04782790, 2.101954e+00, 0.013302473,Clust4,Clust2,0.000010,0.062962,0.000010,0.937018,0.001144,0.998856
KP1128_AC_CA20,CA20,CA,20, 0.62094780,-0.99488377, 2.510391e+00, 0.346318042,Clust4,Clust2,0.000010,0.106542,0.000010,0.893438,0.000010,0.999990
KP1132_AC_CA20,CA20,CA,20,-8.00231653, 0.03526001, 2.782392e-01,-0.368873179,Clust1,Clust1,0.999970,0.000010,0.000010,0.000010,0.999990,0.000010
KP1134_AC_CA20,CA20,CA,20, 1.21791137,-1.22953706, 1.760439e+00, 0.872440048,Clust4,Clust2,0.000010,0.000010,0.090828,0.909152,0.000010,0.999990
KP1135_AC_CA20,CA20,CA,20, 0.45475785,-0.37003550, 1.336671e+00,-0.041137285,Clust4,Clust2,0.010243,0.146562,0.000010,0.843185,0.006677,0.993323
KP1137_AC_CA20,CA20,CA,20, 1.09928987,-1.07328911, 1.614436e+00, 0.123179883,Clust4,Clust2,0.000010,0.010831,0.000010,0.989149,0.000010,0.999990
KP1139_LM_CA20,CA20,CA,20, 1.47757636,-1.50025382, 1.032543e+00, 0.576579740,Clust4,Clust2,0.000010,0.000010,0.282020,0.717960,0.000010,0.999990
KP1140_AC_CA20,CA20,CA,20, 0.88415145,-1.16421318, 1.377282e+00,-0.173906867,Clust4,Clust2,0.000010,0.000010,0.000010,0.999970,0.000010,0.999990
KP1141_AC_CA20,CA20,CA,20, 0.22298964,-1.25221983, 1.610425e+00,-0.833824855,Clust4,Clust2,0.034812,0.000010,0.000010,0.965168,0.039355,0.960645
KP1143_AC_CA20,CA20,CA,20, 0.44491727,-0.98241801, 1.327271e+00,-0.224318852,Clust4,Clust2,0.000010,0.000010,0.000010,0.999970,0.000010,0.999990
KP1147_AC_CA20,CA20,CA,20,-6.29762524,-0.06116302, 4.413691e-01, 0.220622943,Clust1,Clust1,0.999970,0.000010,0.000010,0.000010,0.999990,0.000010
KP1148_AC_CA20,CA20,CA,20, 0.79879207,-1.08573657, 2.458596e+00, 0.519695507,Clust4,Clust2,0.000010,0.000010,0.000010,0.999970,0.000010,0.999990
KP1149_AC_CA20,CA20,CA,20, 0.84934571,-0.92083052, 1.528135e+00,-0.304035868,Clust4,Clust2,0.002562,0.048757,0.000010,0.948671,0.000010,0.999990
KP1150_AC_CA20,CA20,CA,20, 1.02169974,-1.96215857, 3.002576e+00, 0.903934596,Clust4,Clust2,0.000010,0.000010,0.000010,0.999970,0.000699,0.999301
KP1151_AC_CA20,CA20,CA,20, 0.74593341,-1.15108252, 1.597050e+00, 1.033470919,Clust4,Clust2,0.000010,0.000010,0.000010,0.999970,0.000010,0.999990
KP1156_UN_CA20,CA20,CA,20, 1.07941389,-1.23560269, 2.140873e+00, 1.133309552,Clust4,Clust2,0.000010,0.000010,0.000010,0.999970,0.000010,0.999990
KX0743_AC_WP10,WP10,WP,10-12, 1.18313889, 0.76621480,-5.036952e-01, 0.314146742,Clust2,Clust2,0.000010,0.848936,0.151044,0.000010,0.000010,0.999990
