Individual,Species,Population,Loc,Site,Depth,PC1,PC2,PC3,PC4,PC5,PC6,Clusters,Taxa,taxaQ.Clust1,taxaQ.Clust2,taxaQ.Clust3,Q.Clust1,Q.Clust2,Q.Clust3,Q.Clust4
KP0761_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.50241212,-2.4386892,-2.901649e-01, 0.0009007601, 3.693284e-02,-9.109621e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0764_HU_WP10,AH,HU_WP10,WP,WP10,10-12,  0.45740482, 8.0161407,-1.058475e-01, 1.3471489225, 5.119741e-02,-5.749511e-04,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0765_AC_WP10,AL,AC_WP10,WP,WP10,10-12,-11.31074727,-1.9881604, 2.826972e-02,-0.0784913095,-1.002157e+00, 2.454019e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP0767_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  2.18085890,-1.6693955,-4.387241e-01,-0.0632676493, 7.725905e-03,-5.942627e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0768_HU_WP10,AH,HU_WP10,WP,WP10,10-12,  0.33489959, 7.6965643, 7.875888e-02,-0.6180192550, 1.198072e-01, 2.154300e-01,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0769_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.19382189,-2.0963779, 3.557492e+00, 0.1368048172,-2.321799e-02, 1.639603e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0771_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.44807410,-2.4188270,-3.206496e-01,-0.0262551396, 7.426147e-03,-8.553579e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0773_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.27100607,-2.4182662,-1.990867e-01,-0.0138953460, 5.685460e-02,-1.917494e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0774_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  0.28090836, 6.6122974, 1.215334e-01,-2.5458568151,-2.664160e-01,-6.719276e-02,Clust3,Clust3,0.005390,0.000010,0.994600,0.005390,0.000010,0.994590,0.000010
KP0775_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  0.20576444, 7.1078793, 2.010542e-01,-2.6321187896,-1.420166e-01, 2.962005e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0777_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  2.67370312,-2.0924592,-2.850981e-01,-0.0192943293,-1.277998e-02,-1.819869e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0779_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.49257015,-2.4141128,-3.267833e-01, 0.0181177752,-2.337705e-02,-4.305330e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0783_HU_WP10,AH,HU_WP10,WP,WP10,10-12,  0.19186550, 7.6509610,-1.735976e-01,-2.4743922284,-7.156146e-02, 4.112086e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0785_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  0.32753699, 8.2113920,-9.848905e-02, 0.5653091921, 4.639849e-02,-8.651810e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0786_HU_WP10,AH,HU_WP10,WP,WP10,10-12,  0.20704596, 8.2807877,-9.044788e-03, 0.5291269760,-2.711680e-02, 9.279866e-03,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0787_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  2.19777063,-1.8791071,-2.650684e-01,-0.0157215074,-2.939073e-02,-2.495006e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0789_HU_WP10,AH,HU_WP10,WP,WP10,10-12,  0.31428811, 6.7332054, 9.086381e-02, 0.2695539122,-1.079856e-01, 1.159304e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0792_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.28463275,-2.3072850,-1.802747e-01,-0.0217726805, 4.074306e-02,-1.000581e+00,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0793_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  2.43784146,-1.9615251,-5.734144e-01, 0.0588620816, 6.908477e-02,-4.290091e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0794_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.36727429,-2.3804754,-2.943631e-01,-0.0045318730, 2.957837e-03,-7.667010e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0795_LM_WP10,AL,LM_WP10,WP,WP10,10-12,-11.29053131,-2.0609472,-6.350437e-02, 0.0841802896,-1.282503e+00,-7.456967e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP0797_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.22097312,-2.4382601,-3.285294e-01,-0.0114135059, 1.214500e-02,-5.087210e-02,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0799_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  2.91216747,-2.1887955,-4.097977e-01,-0.0124052035,-2.094875e-02, 1.689911e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0802_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  2.93606238,-2.1328492,-1.703001e-01,-0.0528092098,-1.337762e-01,-5.190472e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0803_HU_WP10,AH,HU_WP10,WP,WP10,10-12,  0.13653691, 8.3991265,-1.085478e-01, 1.0673466014, 5.859995e-02, 3.848600e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0805_HU_WP10,AH,HU_WP10,WP,WP10,10-12,  0.34252094, 8.0668677,-1.305957e-01, 1.5994737035, 3.922217e-02, 5.563527e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0808_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  2.77756509,-2.1141419,-5.231338e-01,-0.0525593281,-1.243381e-02,-1.403590e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0811_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.02605395,-2.1972770,-3.864264e-01,-0.0300457111,-2.647518e-02,-6.326230e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0812_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.26842339,-2.3413053,-3.965079e-01, 0.0370892114, 1.357077e-02,-4.758972e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0814_HU_WP10,AH,HU_WP10,WP,WP10,10-12,  0.28619050, 8.5288519,-9.023645e-02, 1.7423304833, 5.152090e-02,-2.262835e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0815_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.14349882,-2.3799938,-4.143266e-01, 0.0056002103, 6.561650e-02,-9.043391e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0818_HU_WP10,AH,HU_WP10,WP,WP10,10-12,  0.18460311, 8.1187514, 1.003055e-01,-2.9198177227,-7.071747e-02,-1.750350e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0822_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.32609581,-2.4929093,-7.592022e-01,-0.0200657212,-7.861369e-02,-4.507495e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0823_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.53830723,-2.4809850,-6.959538e-01,-0.0336584628,-3.598678e-02,-5.781909e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0826_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  0.38643846, 7.6837980,-5.388078e-02,-0.8415128247, 1.409477e-01,-7.408006e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0827_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  0.39018317, 8.4805886,-1.849102e-02, 1.2818168697, 4.341405e-02, 1.347677e-01,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0828_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.08229396,-2.1968745,-2.939740e-01,-0.0615607053, 5.757387e-02,-1.990469e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0829_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  0.24476853, 7.8770852,-1.685085e-02, 0.6065701929,-8.981063e-02,-5.025100e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0830_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.44423603,-2.4173920,-4.277193e-01,-0.0067228862,-5.042084e-02, 1.905661e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0831_HU_WP10,AH,HU_WP10,WP,WP10,10-12,  0.34303276, 8.3302505,-1.300699e-01, 1.3229337379, 1.988526e-02,-2.339624e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0835_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.47245869,-2.4872680,-5.659414e-01, 0.0023329988, 5.671626e-02,-5.481662e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999960,0.000010,0.000020,0.000010
KP0837_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.21932351,-2.1835233,-1.694711e-01, 0.0535875352,-1.242323e-01, 4.353365e-01,Clust1,Clust1,0.999974,0.000010,0.000016,0.999970,0.000010,0.000010,0.000010
KP0838_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  0.26063480, 7.4451004,-9.052229e-02, 1.3713261076, 7.454149e-02,-2.794185e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0839_HU_WP10,AH,HU_WP10,WP,WP10,10-12,  0.37565976, 8.0480369,-9.711373e-02, 0.9149132171, 2.998772e-02, 3.488857e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0841_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  0.23553046, 7.4761790,-9.815126e-02, 1.1974433097, 5.544644e-02,-3.720556e-02,Clust3,Clust3,0.009109,0.000010,0.990881,0.009100,0.000010,0.990880,0.000010
KP0844_UN_NANA,AA,UN_NANA,WP,NANA,10-12,  3.47143052,-2.5907053,-5.283075e-01, 0.0151454594, 6.412727e-03,-5.022008e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0845_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  0.30265978, 7.7831649,-1.075775e-01, 1.1594884098,-3.008305e-02,-4.178578e-02,Clust3,Clust3,0.000019,0.000010,0.999971,0.000010,0.000010,0.999970,0.000010
KP0847_HU_WP10,AH,HU_WP10,WP,WP10,10-12,  0.41232037, 8.3068259,-4.412558e-02, 0.8804463529, 3.538298e-02, 2.421947e-03,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0850_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  0.33277039, 8.3034387,-8.376812e-02, 1.4182374854, 1.314773e-01, 1.180284e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0851_AC_WP10,AL,AC_WP10,WP,WP10,10-12,-11.23525131,-2.0437295, 8.894001e-02,-0.0480714264, 2.254054e+00,-1.467478e-02,Clust2,Clust2,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010
KP0853_HU_WP10,AH,HU_WP10,WP,WP10,10-12,  0.25467122, 8.3148240,-7.782131e-02, 0.2503510928, 7.766614e-02,-3.563499e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0857_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.37155364,-2.2749255,-2.446680e-01,-0.0470746205,-5.535702e-02,-7.377178e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0859_HU_WP10,AH,HU_WP10,WP,WP10,10-12,  0.38975488, 7.6391200,-1.159217e-01, 1.1311042685,-5.908351e-02, 1.597585e-01,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0861_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  2.60630744,-1.9880196,-3.112998e-01,-0.0355891789, 4.167462e-02,-5.176183e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0866_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  2.34687121,-2.0792398,-8.644483e-01, 0.0403874690,-9.099528e-02,-8.049652e-02,Clust1,Clust1,0.994340,0.005650,0.000010,0.994300,0.000010,0.000010,0.005680
KP0870_LM_WP10,AL,LM_WP10,WP,WP10,10-12,-10.92754755,-1.9610493, 2.263414e-02,-0.0211771269, 1.844053e+00, 3.756524e-02,Clust2,Clust2,0.000010,0.999980,0.000010,0.000010,0.845324,0.000010,0.154656
KP0871_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.37086764,-2.4096677,-3.378723e-01,-0.0025619812,-1.294265e-02,-3.279496e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0875_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  0.33517554, 8.4437325,-2.006239e-02, 1.2207750916, 1.572744e-02, 8.463249e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999967,0.000013
KP0876_HU_WP10,AH,HU_WP10,WP,WP10,10-12,  0.36940733, 8.2999228,-1.423954e-01, 1.3852970136, 6.527674e-02,-9.644134e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0877_HU_WP10,AH,HU_WP10,WP,WP10,10-12,  0.36728228, 8.3754278,-4.555809e-02, 1.5907605264, 6.589958e-02,-3.654463e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0879_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  2.75282877,-2.2411550,-2.546719e-01,-0.0021454093,-3.861903e-02,-8.231114e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0880_HU_WP10,AH,HU_WP10,WP,WP10,10-12,  3.16292210,-2.3767126,-1.537056e-01,-0.0307657330, 1.064631e-02,-9.189166e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0881_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.40713656,-2.3771490,-2.898354e-01,-0.0413811857, 5.100886e-02,-5.207277e-01,Clust1,Clust1,0.999979,0.000010,0.000011,0.999970,0.000010,0.000010,0.000010
KP0882_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.23547192,-2.2941538,-2.933980e-01,-0.0036465047, 1.095762e-02,-9.411324e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0883_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.36678955,-2.3475901,-1.566416e-01, 0.0222242727, 1.105679e-02,-9.839199e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0884_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.50785882,-2.4906309,-5.764286e-01,-0.0124584601, 1.824104e-02,-2.531680e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0886_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  0.22580304, 7.6401825, 7.330337e-02,-2.4412548098,-1.481623e-01, 1.860304e-03,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0887_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.44210563,-2.3627039,-3.359982e-01,-0.0038825521,-4.931323e-02,-6.682027e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0888_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  0.26845610, 8.0257206,-1.644334e-02,-1.1439912687,-3.208467e-02, 2.127684e-01,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0893_LM_WP10,AL,LM_WP10,WP,WP10,10-12,-11.31598880,-1.9959150,-5.046031e-02, 0.0779004632,-7.320543e-01, 3.327959e-02,Clust4,Clust2,0.000010,0.999970,0.000020,0.000010,0.000010,0.000010,0.999970
KP0895_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  2.95425919,-2.1075755,-5.353350e-02,-0.0407156161, 6.197058e-02,-7.494046e-01,Clust1,Clust1,0.999976,0.000010,0.000014,0.999970,0.000010,0.000010,0.000010
KP0897_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  2.22713408,-1.5121021, 1.591039e-01, 0.0212735970,-2.851803e-03,-5.023190e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0898_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.42118911,-2.4775208,-5.637771e-01,-0.0204302322,-7.702746e-03,-2.493006e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0899_LM_WP10,AH,LM_WP10,WP,WP10,10-12,  0.24927963, 8.3205775,-2.457756e-02, 0.4342650717, 3.862516e-02, 5.810789e-02,Clust3,Clust3,0.000019,0.000010,0.999971,0.000010,0.000010,0.999970,0.000010
KP0901_HU_WP10,AH,HU_WP10,WP,WP10,10-12,  0.40290288, 8.0776367,-6.085797e-02,-0.6131392386,-1.016731e-05, 1.193646e-01,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0903_HU_WP10,AH,HU_WP10,WP,WP10,10-12,  0.30599235, 8.2624278,-4.697923e-02,-0.5815426724,-2.681190e-02, 1.764452e-01,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0906_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  0.16793838, 7.7257984, 8.116787e-02,-2.5042887581,-1.062826e-01,-1.347915e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0909_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  2.72925152,-2.1076624,-3.382022e-01, 0.0732275039,-4.338578e-02,-6.789047e-01,Clust1,Clust1,0.999975,0.000010,0.000015,0.999970,0.000010,0.000010,0.000010
KP0912_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.47052756,-2.3993605,-3.512180e-01,-0.0087973364,-7.313929e-02,-9.598517e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0913_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.33916722,-2.3323700,-4.610666e-01, 0.0012708571,-3.443313e-02,-4.036126e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0915_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.43011969,-2.3560422,-7.839237e-01,-0.0252349594,-7.702271e-02,-4.327873e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0916_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.40281729,-2.3961334,-7.170299e-01,-0.0449509686, 1.014470e-01, 3.196899e-02,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0917_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.47932155,-2.3322238,-3.660970e-01,-0.0233960272,-9.266607e-03,-5.466746e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0918_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  2.31421490,-1.9311564,-5.337716e-01, 0.0308480898, 4.195739e-02,-8.262647e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0919_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.20531544,-2.3172511,-5.504167e-01, 0.0355317531, 2.558384e-02,-1.210420e+00,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0920_HU_WP10,AH,HU_WP10,WP,WP10,10-12,  0.35162208, 8.4576864,-3.333596e-02, 1.0848826398,-3.679594e-02,-5.031967e-04,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0922_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  0.27195568, 8.0363566,-1.420489e-01, 1.1954009490, 1.829518e-03,-3.247550e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0926_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.51820831,-2.4993938,-2.820170e-01, 0.0156375661, 9.217760e-04,-1.338467e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0928_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  2.89863493,-2.3304962,-5.224276e-01, 0.1178154463,-1.452205e-01, 4.357433e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0930_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  2.52016090,-1.7372141,-4.506048e-01,-0.0269724774,-2.600273e-03,-3.878910e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0931_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.39738440,-2.1705100,-3.723898e-01,-0.0387395996,-2.797191e-02,-8.376066e-01,Clust1,Clust1,0.995841,0.000010,0.004149,0.995833,0.000010,0.004147,0.000010
KP0932_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  2.34007747,-1.8594463,-5.547820e-01, 0.0206226939, 7.612325e-02,-3.990676e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0933_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.36668953,-2.2285716,-7.401947e-02, 0.0045522683,-4.658185e-02,-4.196210e-01,Clust1,Clust1,0.999979,0.000010,0.000011,0.999970,0.000010,0.000010,0.000010
KP0934_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.22042748,-2.2388877,-3.329215e-01,-0.0483898285,-2.670550e-02,-4.582601e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0935_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  0.34358665, 8.1029647, 2.658310e-02, 0.4610289261, 1.493267e-02,-8.016626e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0936_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  2.91986200,-2.2704302,-7.617729e-01,-0.0534305052, 9.839743e-02,-8.934810e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0937_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.36958866,-2.4754343,-5.811251e-01,-0.0096860612, 1.951504e-03,-6.290498e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0938_HU_WP10,AH,HU_WP10,WP,WP10,10-12,  3.32959208,-2.1661045, 3.552125e+00, 0.1346621740,-9.861525e-02, 9.872930e-02,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0940_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.37914890,-2.2442438,-5.935579e-01,-0.0589044012, 6.236206e-03,-1.197738e+00,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0941_HU_WP10,AH,HU_WP10,WP,WP10,10-12,  0.30581752, 8.4552757,-1.007278e-02, 0.6486173495, 2.653285e-02, 6.206735e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0942_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.45683241,-2.5758523,-7.013919e-01, 0.0119873346,-2.265498e-02,-6.010500e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0945_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.06606923,-2.2504531,-2.681831e-01, 0.0849436944,-3.522165e-02,-6.980524e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0947_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.48617022,-2.3889031,-1.260549e-01,-0.0123071017, 3.916922e-02,-3.715502e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0948_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  0.30960950, 8.5787938,-1.814913e-01, 1.3479703034, 2.302337e-02, 1.198780e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0950_AC_WP05,AA,AC_WP05,WP,WP05,5,  3.10037496,-2.2226225,-6.329795e-01, 0.0032904950, 3.884450e-02,-1.683343e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0951_HU_WP10,AH,HU_WP10,WP,WP10,10-12,  0.16945538, 7.8875734, 1.033973e-01,-2.8684631871,-8.806254e-02,-2.892216e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0953_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.31284200,-2.3518528,-4.959252e-01, 0.0027473981,-4.525319e-02,-3.177017e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0954_HU_WP05,AH,HU_WP05,WP,WP05,5,  0.40688203, 7.8838719, 3.168423e-02,-0.8141674459,-1.037879e-01, 2.764211e-01,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0956_HU_WP05,AH,HU_WP05,WP,WP05,5,  0.32362144, 7.9460378, 4.260808e-03,-0.9925147462, 2.700921e-02, 5.487972e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
