Individual Sample Species Site Loc Depth x y z clone clone_group Clusters
KP0200_AC_SQ12 KP0200 AC SQ12 SQ 10 42891.4513573492 -26.2589405823149 -12.4198894551057 clone 66_AA2 AA2
KP0201_AC_SQ12 KP0201 AC SQ12 SQ 10 42891.5050523336 -26.3764347121592 -12.2350104365152 clone 66_AA2 AA2
KP0202_AC_SQ12 KP0202 AC SQ12 SQ 10 42891.2676481456 -26.7092654159048 -12.793102585379 ac.mlg 72_AA2 AA2
KP0203_AC_SQ12 KP0203 AC SQ12 SQ 10 42890.7734128822 -26.6049159491339 -12.8090817733582 lm.mlg non-clone AL2
KP0204_AC_SQ12 KP0204 AC SQ12 SQ 10 42891.2873626863 -26.9334114720199 -12.6107462292202 clone 72_AA2 AA2
KP0207_LM_SQ12 KP0207 LM SQ12 SQ 10 42894.6864314537 -27.7479275437585 -13.2256773768988 lm.mlg non-clone AL2
KP0208_AC_SQ12 KP0208 AC SQ12 SQ 10 42895.029844216 -27.2833648054654 -13.2381968528758 clone 45_AA2 AA2
KP0209_AC_SQ12 KP0209 AC SQ12 SQ 10 42895.5529673588 -27.6849270862259 -13.2291007857796 ac.mlg 45_AA2 AA2
KP0211_AC_SQ12 KP0211 AC SQ12 SQ 10 42899.5381217594 -26.7418814112172 -13.1808865036482 hu.mlg non-clone AH1
KP0151_AC_SQ12 KP0151 AC SQ12 SQ 10 42881.7950159853 -28.8707374985347 -11.3071716364577 clone 50_AA2 AA2
KP0153_AC_SQ12 KP0153 AC SQ12 SQ 10 42880 -28.0682671108747 -11.3045910282745 ac.mlg non-clone AA2
KP0154_AC_SQ12 KP0154 AC SQ12 SQ 10 42885.2079108534 -28.7527035143461 -12.0533928170723 clone 73_AA2 AA2
KP0152_AC_SQ12 KP0152 AC SQ12 SQ 10 42881.7644389875 -28.7874253286624 -11.2216680623871 clone 50_AA2 AA2
KP0156_AC_SQ12 KP0156 AC SQ12 SQ 10 42885.2713361096 -29.065967939058 -12.2253204826197 clone 73_AA2 AA2
KP0157_AC_SQ12 KP0157 AC SQ12 SQ 10 42885.2104566114 -28.6302689300576 -12.0896308906852 clone 73_AA2 AA2
KP0158_AC_SQ12 KP0158 AC SQ12 SQ 10 42884.9907941706 -28.7004931336498 -12.0682865194548 ac.mlg 73_AA2 AA2
KP0159_AC_SQ12 KP0159 AC SQ12 SQ 10 42883.1027867276 -28.8670595643373 -11.3668534561085 clone 71_AH1 AH1
KP0160_AC_SQ12 KP0160 AC SQ12 SQ 10 42882.6670459202 -29.0468071869625 -11.3514573469631 clone 51_AA2 AA2
KP0162_AC_SQ12 KP0162 AC SQ12 SQ 10 42882.5853242113 -29.0171507070782 -11.1967417633833 ac.mlg 51_AA2 AA2
KP0171_AC_SQ12 KP0171 AC SQ12 SQ 10 42881.8350733741 -28.8937358918897 -11.3348764144481 ac.mlg 50_AA2 AA2
KP0166_AC_SQ12 KP0166 AC SQ12 SQ 10 42882.2832500245 -28.7959404763079 -11.5231331014585 clone 76_AA2 AA2
KP0167_AC_SQ12 KP0167 AC SQ12 SQ 10 42882.1486839928 -28.4170405403407 -11.3395229217561 ac.mlg non-clone AA2
KP0169_AC_SQ12 KP0169 AC SQ12 SQ 10 42881.9842043084 -28.4479297535275 -11.5975863933725 clone 76_AA2 AA2
KP0172_AC_SQ12 KP0172 AC SQ12 SQ 10 42881.8799290428 -29.6401736065399 -11.4664220792639 ac.mlg non-clone AA2
KP0173_AC_SQ12 KP0173 AC SQ12 SQ 10 42881.9109950106 -29.732560261217 -11.4227245377899 clone 35_AA2 AA2
KP0174_AC_SQ12 KP0174 AC SQ12 SQ 10 42881.8828811749 -29.8107694711282 -11.4661509826584 clone 35_AA2 AA2
KP0175_AC_SQ12 KP0175 AC SQ12 SQ 10 42881.8653286424 -29.8958663819322 -11.5529251937869 clone 35_AA2 AA2
KP0176_AC_SQ12 KP0176 AC SQ12 SQ 10 42881.9608682635 -29.8217590960417 -11.4415806245657 ac.mlg 35_AA2 AA2
KP0177_AC_SQ12 KP0177 AC SQ12 SQ 10 42881.9514702607 -29.9774067136029 -11.4935836418966 clone 35_AA2 AA2
KP0168_AC_SQ12 KP0168 AC SQ12 SQ 10 42882.1647745755 -28.4082461046037 -11.3872189746682 ac.mlg 76_AA2 AA2
