Individual,Site,Loc,Depth,x,y,z
KP0806_AC_WP10,WP10,WP,10,9.62561386841584,-27.3297371200426,-9.96649295756178
KP0807_AC_WP10,WP10,WP,10,9.56638785342249,-28.1011054090066,-9.90483948507229
KP0808_AC_WP10,WP10,WP,10,9.5306340353723,-27.1607596517808,-9.93549605060683
KP0809_AC_WP10,WP10,WP,10,9.70056386496699,-28.5175591551292,-10.0521780410807
KP0810_AC_WP10,WP10,WP,10,9.4201317826791,-27.5117575629712,-10.1284023618104
KP0811_AC_WP10,WP10,WP,10,9.37512434573274,-27.9735608051123,-10.1165597583423
KP0812_AC_WP10,WP10,WP,10,9.24648047557281,-27.6979672997451,-10.0705404502657
KP0813_AC_WP10,WP10,WP,10,9.20778626014613,-28.3685852866398,-10.3048824218976
KP0814_HU_WP10_X,WP10,WP,10,9.30678428702474,-27.3622572127984,-9.91079715742627
KP0815_AC_WP10,WP10,WP,10,9.46943178206881,-28.6775108436057,-10.3728894148553
KP0816_AC_WP10,WP10,WP,10,9.32762725558894,-27.6621706435268,-10.4105994387303
KP0817_AC_WP10,WP10,WP,10,7.62352762232833,-28.4703405763654,-10.2752144289526
KP0819_AC_WP10,WP10,WP,10,7.65313354079966,-28.6949447515031,-10.7097379166873
KP0820_AC_WP10,WP10,WP,10,7.51746549733172,-28.1393673329462,-10.032296548052
KP0821_AC_WP10_X,WP10,WP,10,17.381289634734,-26.9454627141916,-9.10421684750245
KP0823_AC_WP10,WP10,WP,10,15.436493572591,-27.633925577017,-9.98305541399296
KP0824_AC_WP10,WP10,WP,10,16.8642913919149,-26.6001231292201,-9.96192003713343
KP0825_AC_WP10,WP10,WP,10,15.1745683232897,-28.5281998539421,-10.4691135383037
KP0827_AC_WP10_X,WP10,WP,10,15.0840460862423,-28.6213158637498,-9.93906392382887
KP0829_HU_WP10_X,WP10,WP,10,15.0453060610041,-28.5985896635361,-10.0190511976623
KP0831_HU_WP10,WP10,WP,10,15.0182292589926,-28.5961597837702,-10.1568832021565
KP0833_AC_WP10,WP10,WP,10,15.0326580215077,-28.526435658843,-10.2248955239203
KP0835_AC_WP10,WP10,WP,10,14.9888361120958,-28.3597682659523,-10.4031481122984
KP0837_AC_WP10,WP10,WP,10,14.4776274201592,-28.6069709541952,-9.96296685933981
KP0839_HU_WP10_X,WP10,WP,10,14.7645868255977,-28.5797352526416,-9.57888311623419
KP0841_AC_WP10_X,WP10,WP,10,14.6434986099531,-28.7227029121476,-9.5432100805781
KP0845_AC_WP10,WP10,WP,10,14.511302749913,-28.7163237684537,-9.55771583256444
KP0847_AC_WP10_X,WP10,WP,10,14.3202036197274,-28.8378548948197,-9.88412609083307
KP0849_AC_WP10,WP10,WP,10,14.2683019898753,-28.4797913309552,-10.4656012787491
KP0851_AC_WP10,WP10,WP,10,13.9082206917057,-28.1177777586677,-10.4507335734876
KP0853_AC_WP10,WP10,WP,10,13.8025133007953,-28.1086943585687,-10.3802209942186
KP0855_AC_WP10,WP10,WP,10,13.4844687469658,-27.9303833676038,-10.1651480681462
KP0857_AC_WP10,WP10,WP,10,13.1305267261521,-27.7179661660494,-10.021238525039
KP0859_HU_WP10,WP10,WP,10,12.8640371967361,-28.0673303549119,-9.81201261703931
KP0861_AC_WP10,WP10,WP,10,12.8388434208105,-28.0478181874906,-9.98622822487462
KP0863_AC_WP10,WP10,WP,10,12.6119521469641,-27.7004524994922,-10.0695686899744
KP0879_AC_WP10,WP10,WP,10,20.596405325979,-27.1008358666367,-10.0971340238752
KP0881_AC_WP10,WP10,WP,10,20.0210025685331,-27.1293818007569,-10.0656861693762
KP0883_AC_WP10,WP10,WP,10,19.8149470192708,-26.9659336315174,-9.8224993061751
KP0885_AC_WP10,WP10,WP,10,19.5439324426507,-26.7975122692217,-9.52724218781954
KP0887_AC_WP10,WP10,WP,10,19.4020420692655,-26.9078266882736,-9.99200043091156
KP0889_LM_WP10,WP10,WP,10,18.2011805812571,-27.2820789103761,-10.0119676437798
KP0891_AC_WP10,WP10,WP,10,18.3687652542725,-27.2693236784957,-10.0738898805141
KP0893_LM_WP10,WP10,WP,10,17.8158445553785,-27.4877070481683,-9.68438857438836
KP0895_AC_WP10,WP10,WP,10,17.9365409930173,-27.5467018411861,-9.73755666988258
KP0897_AC_WP10_X,WP10,WP,10,17.9984355106834,-27.1207377935317,-9.3768600723514
KP0899_HU_WP10,WP10,WP,10,17.7163242608184,-26.9711494264838,-8.79596696445954
KP0901_HU_WP10_X,WP10,WP,10,18.0462812246359,-26.8460016411044,-8.75839500524296
KP0903_HU_WP10,WP10,WP,10,17.9251208127219,-26.6854567576412,-8.76627059933908
KP0905_LM_WP10_X,WP10,WP,10,18.6238573922815,-27.099529769748,-9.57634050409267
KP0287_LM_WP20,WP20,WP,20,5.25931775008851,-46.6194180967425,-20.3163954569635
KP0288_LM_WP20,WP20,WP,20,5.14004742499499,-46.7248380008671,-20.4590972145704
KP0289_AC_WP20,WP20,WP,20,4.97331799776168,-46.6662746667244,-20.3596413684651
KP0290_LM_WP20,WP20,WP,20,4.79611973494291,-46.440453929342,-20.4896645892097
KP0291_AC_WP20,WP20,WP,20,4.6140915424928,-46.6848732681723,-20.3863650696224
KP0292_AC_WP20,WP20,WP,20,4.58180505409214,-46.7750635230369,-20.0385645198575
KP0293_LM_WP20,WP20,WP,20,3.91078418902904,-47.6934247229154,-20.4445809712068
KP0294_AC_WP20,WP20,WP,20,3.16162888199247,-47.424102721252,-20.3482498057789
KP0295_AC_WP20,WP20,WP,20,3.10347518995211,-47.5578825725374,-20.0606804432528
KP0296_AC_WP20,WP20,WP,20,2.75766347578705,-47.495922717757,-19.9488862773975
KP0297_AC_WP20,WP20,WP,20,2.73443230574317,-47.3902283985663,-19.9932120174107
KP0298_AC_WP20,WP20,WP,20,2.74790272705505,-47.2825829357946,-20.2556182728394
KP0299_AC_WP20,WP20,WP,20,2.63300887854626,-47.4776323290897,-20.001132638743
KP0300_AC_WP20,WP20,WP,20,2.58424454413385,-47.4440305278244,-20.0731864337621
KP0301_AC_WP20,WP20,WP,20,2.62057734065954,-47.1949324648843,-20.2125463176297
KP0302_AC_WP20,WP20,WP,20,2.44650065480455,-47.3483570724165,-20.3496784419114
KP0303_AC_WP20,WP20,WP,20,2.43325735379725,-47.1831203778222,-20.2191901469657
KP0304_AC_WP20,WP20,WP,20,2.37728688767132,-47.2402548817217,-20.1767288709067
KP0305_AC_WP20,WP20,WP,20,0.425308813182752,-45.5895568863725,-19.2595066952034
KP0306_LM_WP20,WP20,WP,20,0,-47.3590401274253,-20.1321992107578
KP0307_LM_WP20_X,WP20,WP,20,0.71044746342881,-48.0428175178142,-20.0609501671628
KP0308_LM_WP20_X,WP20,WP,20,0.975119123699635,-47.9656694863625,-20.1284251099487
KP0309_AC_WP20,WP20,WP,20,1.5979974096609,-47.8905600347778,-19.91954737194
KP0310_AC_WP20,WP20,WP,20,1.77845585834766,-47.9252646473753,-19.6851833668393
KP0311_AC_WP20,WP20,WP,20,1.98878395287608,-47.9606807334319,-19.7338220829434
KP0312_AC_WP20,WP20,WP,20,1.87939804743262,-48.0429643630595,-19.7222452043753
KP0313_AC_WP20,WP20,WP,20,1.87365323503689,-48.1602902336156,-19.6979550195594
KP0314_AC_WP20_X,WP20,WP,20,2.65407847588206,-47.6412413157176,-20.1794426238483
KP0315_AC_WP20,WP20,WP,20,3.30085184455686,-47.8636312304527,-20.2324186652051
KP0316_AC_WP20,WP20,WP,20,3.32368994182623,-47.8132026550535,-20.2997754337589
KP0317_AC_WP20,WP20,WP,20,3.26383534800916,-47.7710270058623,-20.3668093349482
KP0318_LM_WP20,WP20,WP,20,3.68996350042379,-47.6232757488394,-20.5584797904354
KP0319_LM_WP20,WP20,WP,20,4.44889640806118,-47.9943025801873,-20.5190344423171
KP0320_LM_WP20,WP20,WP,20,4.58372312203156,-47.997959668923,-20.5277490923988
KP0321_LM_WP20,WP20,WP,20,4.77594594192498,-47.9249069086225,-20.1653484811297
KP0322_LM_WP20,WP20,WP,20,5.34502873063099,-47.1866057722619,-20.4682775969656
KP0323_AC_WP20,WP20,WP,20,9.69303391241621,-45.9889553744388,-19.179863418281
KP0324_AC_WP20,WP20,WP,20,9.73518583279405,-45.9171776634193,-19.1574974532311
KP0325_AC_WP20,WP20,WP,20,9.56243900428771,-45.5528862601583,-19.2859273007594
KP0326_AC_WP20,WP20,WP,20,9.49813626714145,-45.2749695233057,-19.2368169839882
KP0327_AC_WP20,WP20,WP,20,9.5755154298654,-45.8099210872546,-19.3343208143775
KP0328_LM_WP20,WP20,WP,20,9.33865853283729,-45.2741532674592,-19.6135959120895
KP0329_AC_WP20,WP20,WP,20,9.17835085264887,-45.2395086501785,-19.6582406453676
KP0330_LM_WP20,WP20,WP,20,8.96942246792243,-45.6241906109458,-19.7395949621674
KP0331_AC_WP20,WP20,WP,20,8.96905532722814,-46.0889311058735,-19.9036321920003
KP0332_AC_WP20,WP20,WP,20,8.83522219464736,-46.0630653320407,-19.8127660155255
KP0333_AC_WP20,WP20,WP,20,8.77793522359885,-46.0881635847726,-19.7546377382554
KP0334_AC_WP20,WP20,WP,20,8.78911412147466,-46.1857875343689,-19.8219375735042
KP0335_AC_WP20,WP20,WP,20,8.60512326908056,-45.6794768598161,-19.5044730684082
KP0336_AC_WP20,WP20,WP,20,8.58206513703776,-45.6128452386044,-19.5217825110213
KP0337_AC_WP20,WP20,WP,20,8.47476277264838,-45.6357659896646,-19.5412637273012
KP0338_AC_WP20,WP20,WP,20,8.35187287483568,-45.8550365062031,-19.5302705079137
KP0339_AC_WP20,WP20,WP,20,8.36023408010257,-45.94794298242,-19.8071432102923
KP0340_AC_WP20,WP20,WP,20,8.35742074160797,-46.079441665966,-19.8057822647098
KP0341_LM_WP20,WP20,WP,20,8.45027396024173,-46.0808025353992,-20.3078504166555
KP0342_LM_WP20,WP20,WP,20,8.41661046315849,-46.2093409570557,-20.3197013649524
KP0343_LM_WP20,WP20,WP,20,8.3179005827602,-46.2251964811958,-20.1873349469749
KP0344_LM_WP20,WP20,WP,20,8.25313946628926,-46.6284284239336,-20.2427680693741
KP0345_LM_WP20,WP20,WP,20,7.91658264290463,-46.1440038387448,-20.2305429089517
KP0346_AC_WP20,WP20,WP,20,7.92508379276891,-46.3843046954788,-20.1513417845313
KP0347_AC_WP20,WP20,WP,20,7.90504706364925,-46.8848459107914,-20.3398948961291
KP0348_LM_WP20,WP20,WP,20,7.72481130493911,-46.7225746858797,-20.3928676071497
KP0349_LM_WP20,WP20,WP,20,7.50094365727889,-46.6461803919883,-20.33888885936
KP0350_LM_WP20,WP20,WP,20,7.10616214217116,-47.2366747765617,-20.4307354529059
KP0351_AC_WP20,WP20,WP,20,6.89437703329895,-46.7293442364865,-19.9256008488845
KP0352_AC_WP20,WP20,WP,20,6.87586724213052,-46.9797450072359,-19.9017899101631
KP0353_AC_WP20,WP20,WP,20,6.73072442440471,-46.7424333973912,-19.8798348005123
KP0354_AC_WP20,WP20,WP,20,6.80139567119771,-46.685036325381,-20.0198459073953
KP0355_AC_WP20,WP20,WP,20,6.885676754427,-45.7992125376323,-19.9623491881346
KP0356_AC_WP20,WP20,WP,20,6.41405844514463,-46.2777125888689,-19.5344681649079
KP0357_AC_WP20,WP20,WP,20,6.21872928838983,-45.9240516216772,-19.6546584414207
KP0358_AC_WP20,WP20,WP,20,6.20813042713332,-46.4956134871566,-19.5347686889272
KP0359_AC_WP20,WP20,WP,20,6.08974436490206,-46.0771384908276,-19.5273362098445
KP0360_AC_WP20,WP20,WP,20,6.04432686374185,-45.9524328465356,-19.6055668109279
KP0361_AC_WP20,WP20,WP,20,5.98570448645331,-45.9436692684834,-19.6262905385665
KP0362_AC_WP20,WP20,WP,20,5.87793106899397,-46.0254201474695,-19.5976083400393
KP0363_AC_WP20,WP20,WP,20,5.84637968973254,-45.9578502645074,-19.7475680214186
KP0364_AC_WP20,WP20,WP,20,5.62407746828905,-46.3315276678011,-19.217168949996
KP0365_AC_WP20,WP20,WP,20,5.85686963017149,-46.285130488201,-19.3692131989215
KP0366_AC_WP20,WP20,WP,20,5.66929835921576,-46.3025639644323,-19.4262721397002
KP0367_AC_WP20,WP20,WP,20,5.75336099986116,-46.4857748336458,-19.1922718353375
KP0368_AC_WP20,WP20,WP,20,6.08520236351916,-46.625996530853,-19.4193210645841
KP0369_AC_WP20,WP20,WP,20,5.82646392680846,-46.6887181719288,-19.4757627480912
KP0370_AC_WP20,WP20,WP,20,5.41230536538326,-46.5368484901209,-19.7828397628494
KP0371_AC_WP20,WP20,WP,20,5.48304407825302,-46.1337441908923,-19.6967049651132
KP0372_AC_WP20,WP20,WP,20,5.56679649590376,-45.9443022917988,-19.6303008047592
KP0373_AC_WP20,WP20,WP,20,5.69118679903073,-46.5793409181217,-19.507146498645
KP0374_AC_WP20,WP20,WP,20,7.28660285445732,-47.8566490956702,-20.1415426950269
KP0375_LM_WP20,WP20,WP,20,8.12099923861694,-47.531704795497,-20.2394122024425
KP0376_LM_WP20,WP20,WP,20,8.37968885877972,-47.5221833994118,-20.3086326616232
KP0377_LM_WP20,WP20,WP,20,8.24640738704396,-47.7793283010811,-19.9331003370825
KP0378_AC_WP20,WP20,WP,20,8.64106650776156,-47.5979163733354,-19.9743963387814
KP0379_AC_WP20,WP20,WP,20,8.65185225838114,-47.7980241165289,-20.1206918732944
KP0380_LM_WP20,WP20,WP,20,8.89262946640266,-47.7748369951472,-20.2675239967873
KP0381_AC_WP20,WP20,WP,20,8.97413736232163,-47.617651279316,-20.0982131010135
KP0382_AC_WP20,WP20,WP,20,9.10179907284831,-47.6243822136252,-19.9201729103431
KP0383_AC_WP20,WP20,WP,20,9.13824338236422,-47.7510368390968,-20.2380528886991
KP0384_AC_WP20,WP20,WP,20,9.65296687256568,-46.2341082039981,-19.7504097811159
KP0385_AC_WP20,WP20,WP,20,14.9897979815571,-46.1460995185546,-19.5007693021524
KP0386_AC_WP20,WP20,WP,20,14.9989113039779,-46.1107271806917,-19.463743070833
KP0387_AC_WP20,WP20,WP,20,14.984251791667,-46.0536296740663,-19.4427238514323
KP0388_AC_WP20,WP20,WP,20,14.8359227296531,-46.0486791872388,-19.4957537660548
KP0389_AC_WP20,WP20,WP,20,14.6576445643044,-45.9173786294955,-19.3879321259935
KP0390_AC_WP20,WP20,WP,20,14.6198088649194,-45.9597761955684,-19.4277003727038
KP0391_LM_WP20,WP20,WP,20,14.4489667977869,-46.8349732464983,-20.3143611318638
KP0392_AC_WP20,WP20,WP,20,14.5800426132547,-47.0917141965389,-20.2829912109734
KP0393_AC_WP20,WP20,WP,20,14.5136277641574,-47.0492149423091,-20.2742705702996
KP0394_AC_WP20,WP20,WP,20,14.594980291085,-46.9980413608188,-20.2117977608355
KP0395_AC_WP20,WP20,WP,20,14.5026032330946,-46.9805841517671,-20.2111110374643
KP0396_AC_WP20,WP20,WP,20,14.4802955757305,-46.9321637758605,-20.2571997925468
KP0397_AC_WP20,WP20,WP,20,14.4509768520554,-46.9746250433237,-20.2482497620635
KP0398_AC_WP20_X,WP20,WP,20,14.1055466920064,-46.9728754105982,-20.4746554213114
KP0399_LM_WP20,WP20,WP,20,13.9144512190413,-46.384907571347,-20.7570320095239
KP0400_LM_WP20,WP20,WP,20,13.5807825025102,-46.2051633575067,-20.5989274706546
KP0401_AC_WP20,WP20,WP,20,13.3491183519632,-45.7035212256128,-20.4355384228518
KP0402_AC_WP20,WP20,WP,20,13.3229135433807,-45.7246542169162,-20.5066820215978
KP0403_LM_WP20,WP20,WP,20,13.3206473157674,-45.7174980110731,-20.5925733325666
KP0404_AC_WP20,WP20,WP,20,13.0757898276548,-46.0607491635972,-20.6881902710798
KP0405_AC_WP20,WP20,WP,20,12.8814539236605,-46.3622804955681,-20.4735602128982
KP0450_AC_WP20,WP20,WP,20,12.7752787662342,-46.5740010336407,-20.291335933302
KP0451_LM_WP20,WP20,WP,20,12.729896709917,-45.6524555975961,-20.5396547021959
KP0452_AC_WP20_X,WP20,WP,20,12.6003532218959,-45.5449801022901,-20.4933089655713
KP0453_LM_WP20_X,WP20,WP,20,12.3154335788336,-45.5778568542887,-20.6639303426489
KP0454_AC_WP20,WP20,WP,20,11.8830024852612,-45.7207709775447,-20.3823812076612
KP0455_AC_WP20,WP20,WP,20,11.3744977314135,-45.9621998849063,-19.9454103076738
KP0456_AC_WP20,WP20,WP,20,11.1717457416003,-46.0856330174224,-20.300686327802
KP0457_AC_WP20,WP20,WP,20,11.1457925145484,-46.1576718754747,-20.5537972696165
KP0458_LM_WP20,WP20,WP,20,10.8812396468335,-45.8850719274662,-20.575232644865
KP0459_LM_WP20,WP20,WP,20,10.5647014059743,-45.9218765944739,-20.5735221430038
KP0460_LM_WP20,WP20,WP,20,10.6129776078426,-45.7532391789925,-20.4713966717957
KP0461_AC_WP20,WP20,WP,20,10.1794873469044,-45.8703327824788,-19.8306658569601
KP0462_AC_WP20,WP20,WP,20,10.1309810351897,-45.9439545456163,-19.7932104562152
KP0463_AC_WP20,WP20,WP,20,10.0720492581949,-45.7124111787145,-19.5976842873053
KP0464_AC_WP20,WP20,WP,20,9.91212277412611,-45.7168216572422,-19.6040477758767
KP0465_AC_WP20,WP20,WP,20,9.81349427725729,-45.8715469641551,-19.5226491946999
KP0466_AC_WP20,WP20,WP,20,9.88773676766189,-45.888239453399,-19.6267318023571
KP0467_AC_WP20,WP20,WP,20,11.0882757725767,-46.4030388825423,-19.6886618023144
KP0468_AC_WP20,WP20,WP,20,10.8880955060351,-46.3872353972062,-19.8538908905294
KP0469_AC_WP20_X,WP20,WP,20,11.1537442330176,-46.569481723072,-19.8515225695864
KP0470_AC_WP20,WP20,WP,20,11.2113460388785,-47.2417720101227,-20.0316438276398
KP0471_AC_WP20,WP20,WP,20,11.427833223882,-47.4465270242936,-20.2535650053586
KP0472_LM_WP20,WP20,WP,20,12.8902883818568,-47.0392325554938,-20.44279358387
KP0473_LM_WP20,WP20,WP,20,12.9645245234153,-47.0823385332978,-20.197525850288
KP0474_AC_WP20,WP20,WP,20,12.93677554095,-47.0459063722216,-20.1405730220403
KP0475_AC_WP20,WP20,WP,20,14.1936429440777,-47.7802119626152,-20.2423121355779
KP0476_AC_WP20,WP20,WP,20,14.2500943262136,-47.8797121792222,-20.1080773351521
KP0477_AC_WP20,WP20,WP,20,14.3654547399131,-47.8305032713496,-20.1881971266281
KP0478_AC_WP20,WP20,WP,20,14.4124971926956,-47.8994735152539,-20.1463033694163
KP0479_AC_WP20,WP20,WP,20,14.6921104862008,-48.2064363697377,-20.2194338551697
KP0480_AC_WP20,WP20,WP,20,14.9927293587011,-48.2011595931894,-20.4400541875821
KP0481_AC_WP20,WP20,WP,20,15.0148004123179,-48.1000400452901,-20.5157424910668
KP0482_LM_WP20,WP20,WP,20,15.1909469429209,-47.6639821795295,-20.5940717403644
KP0483_AC_WP20,WP20,WP,20,15.4928621151467,-47.4509031080204,-19.8547409472714
KP0484_AC_WP20,WP20,WP,20,15.6044188430132,-47.5406238129602,-20.176349358684
KP0485_AC_WP20,WP20,WP,20,19.7331112140244,-46.9941068373821,-19.6538950450175
KP0486_AC_WP20,WP20,WP,20,19.5551462457117,-47.0958908792544,-19.6789225127902
KP0487_AC_WP20,WP20,WP,20,19.5191928957426,-46.7565948205629,-19.8316135870251
KP0488_AC_WP20,WP20,WP,20,19.2940809406225,-46.6886937423288,-19.8892235570133
KP0489_AC_WP20,WP20,WP,20,19.0674741795021,-46.9189352297953,-19.9404616858059
KP0490_AC_WP20,WP20,WP,20,18.7541554473494,-46.9324808372334,-20.0247553874803
KP0491_AC_WP20,WP20,WP,20,18.7805748776918,-46.791173703424,-20.1033026924701
KP0492_AC_WP20,WP20,WP,20,18.6145582021833,-46.6421013772979,-20.0819237610213
KP0493_AC_WP20,WP20,WP,20,18.7507276199601,-46.5896859079061,-20.0870269281325
KP0494_AC_WP20,WP20,WP,20,18.9871191440683,-46.540667734766,-20.3012947661903
KP0495_AC_WP20,WP20,WP,20,19.0527056997434,-46.6697937876507,-20.2009015997289
KP0499_AC_WP20,WP20,WP,20,18.5256056878784,-46.555423297675,-20.03504285192
KP0500_AC_WP20,WP20,WP,20,18.5428285074615,-46.5753251994117,-20.0572492086912
KP0501_AC_WP20,WP20,WP,20,18.3579005180711,-46.4721158545043,-20.0234441640067
KP0502_AC_WP20,WP20,WP,20,18.2999917537211,-46.3905477518001,-20.0642710120625
KP0503_AC_WP20,WP20,WP,20,18.2566732280947,-46.5599362095337,-20.0224215463949
KP0504_AC_WP20,WP20,WP,20,18.2679224749594,-46.3020934787482,-19.9936382983856
KP0505_AC_WP20,WP20,WP,20,18.3363402742547,-46.25725240233,-20.1381986295942
KP0506_AC_WP20,WP20,WP,20,18.1115701894192,-46.3389419016637,-20.0098755130391
KP0507_AC_WP20,WP20,WP,20,18.1539011086027,-46.4972456445247,-19.9943334044232
KP0508_AC_WP20,WP20,WP,20,18.1511559455174,-46.7550908586095,-20.1736621624005
KP0509_AC_WP20,WP20,WP,20,17.5605793540071,-47.0645368088548,-19.6790487240136
KP0510_AC_WP20,WP20,WP,20,17.6271483065026,-47.087193987775,-19.732030781977
KP0511_AC_WP20,WP20,WP,20,17.5217146245403,-47.0703751078959,-19.6796198938594
KP0512_AC_WP20,WP20,WP,20,17.5071877982509,-46.9703198037554,-19.7210364728828
KP0513_AC_WP20,WP20,WP,20,17.4682025880114,-46.9200874328888,-19.879486247535
KP0514_AC_WP20,WP20,WP,20,17.5843403314648,-46.877098734693,-20.0126223224117
KP0515_AC_WP20,WP20,WP,20,17.5367718338741,-46.9590470470377,-20.2211447564237
KP0516_AC_WP20,WP20,WP,20,17.4955535472086,-46.8098752710029,-19.9548366741812
KP0517_AC_WP20,WP20,WP,20,17.4003299548486,-46.8633221801101,-20.0074782408879
KP0518_LM_WP20,WP20,WP,20,17.2858299406707,-46.662534356776,-20.0377270928646
KP0519_AC_WP20,WP20,WP,20,17.6847124357038,-46.3302152601383,-19.9119306821982
KP0520_AC_WP20,WP20,WP,20,17.4981532151204,-46.2959522374161,-19.8571112150498
KP0521_AC_WP20,WP20,WP,20,17.7226366080656,-46.2104345059379,-19.9626057986283
KP0522_AC_WP20,WP20,WP,20,17.3100388932281,-46.058248615068,-19.920258121734
KP0523_AC_WP20,WP20,WP,20,17.1687565949867,-46.1123292929084,-20.0415934104576
KP0524_AC_WP20,WP20,WP,20,17.1173796615434,-46.1829308585596,-19.9339275182811
KP0525_AC_WP20,WP20,WP,20,17.0099200714041,-46.093508621991,-19.971651529365
KP0526_AC_WP20,WP20,WP,20,16.9365507912083,-46.3422442486837,-19.7778289264092
KP0527_LM_WP20,WP20,WP,20,16.9812991886719,-46.8611893595347,-20.0037231024196
KP0528_AC_WP20,WP20,WP,20,17.0796165703192,-46.8400821052678,-19.8188058073196
KP0529_LM_WP20,WP20,WP,20,16.7205528497693,-47.2025111559159,-20.3322028842686
KP0530_AC_WP20,WP20,WP,20,17.0205917796008,-46.8168940612774,-19.7977719631353
KP0531_AC_WP20,WP20,WP,20,16.8901756788059,-46.4430009006237,-19.7289000158876
KP0532_AC_WP20,WP20,WP,20,16.7654967490618,-46.3578509645393,-19.748693940593
KP0533_AC_WP20,WP20,WP,20,16.3018896049444,-46.5476416177023,-19.652794708532
KP0534_AC_WP20,WP20,WP,20,16.1511116698631,-46.6096355087035,-19.5749779669634
KP0535_AC_WP20,WP20,WP,20,16.1587445205055,-46.4542856038327,-19.7444593749435
KP0536_AC_WP20,WP20,WP,20,16.6911662182045,-46.2084042073167,-20.00109517469
KP0537_AC_WP20,WP20,WP,20,16.5405630442237,-46.262879144846,-19.9869260061697
KP0538_AC_WP20,WP20,WP,20,16.2702509417564,-46.2025058216259,-19.7662761530873
KP0539_AC_WP20,WP20,WP,20,15.350917865317,-47.1047379592171,-19.3089001029735
KP0540_AC_WP20,WP20,WP,20,15.5441467475711,-47.2736482034283,-19.4202999945332
KP0541_AC_WP20,WP20,WP,20,15.5719833663669,-47.2358103051779,-19.3469300761682
KP0542_LM_WP20,WP20,WP,20,15.8176224731651,-47.2394128982304,-20.0235760440072
KP0543_AC_WP20_d,WP20,WP,20,15.9856461589296,-47.680796574045,-19.8198856722135
KP0544_AC_WP20,WP20,WP,20,15.9880172535121,-47.5754623951955,-19.9076084311394
KP0545_AC_WP20,WP20,WP,20,16.1301693887849,-47.6411142071333,-19.811724044303
KP0546_AC_WP20_X,WP20,WP,20,16.1894760174965,-47.7463429419532,-19.5656590696798
KP0547_LM_WP20,WP20,WP,20,16.2473894087695,-47.5224430772845,-19.8739885705815
KP0548_LM_WP20,WP20,WP,20,16.1378309120275,-47.1820112513942,-20.2046203782938
KP0549_AC_WP20,WP20,WP,20,16.2962130318891,-47.6629633463608,-19.8271043096279
KP0549_AC_WP20_2,WP20,WP,20,16.6697029955567,-47.6996439770309,-19.8697601385711
KP0550_LM_WP20,WP20,WP,20,16.5746354005647,-47.6691514185037,-20.1698676176424
KP0551_LM_WP20,WP20,WP,20,16.6222049454158,-47.9982490828829,-20.1445953626227
KP0552_AC_WP20,WP20,WP,20,16.9919074643226,-47.6883597976479,-19.7697566120226
KP0553_AC_WP20,WP20,WP,20,17.457213396204,-47.3451082333942,-19.9073195317655
KP0554_AC_WP20,WP20,WP,20,17.6212222380734,-48.2901292862154,-19.9297411001267
KP0555_AC_WP20,WP20,WP,20,18.5118631815996,-48.709270460786,-19.7045776992557
KP0556_AC_WP20,WP20,WP,20,18.3615327422092,-48.87,-19.3781190511959
KP0557_AC_WP20,WP20,WP,20,18.7058102249351,-48.5850981804237,-20.1611973203959
KP0558_LM_WP20,WP20,WP,20,19.0543866967061,-47.7478938369697,-20.4178368298775
KP0559_AC_WP20,WP20,WP,20,18.9380318538966,-48.714954284661,-20.1355879172972
KP0560_AC_WP20,WP20,WP,20,19.0635049365097,-48.8264158404616,-20.0965585777705
KP0561_AC_WP20,WP20,WP,20,25.2140418211911,-45.3944093206676,-19.6913043822198
KP0562_LM_WP20,WP20,WP,20,24.9405474057781,-45.8319980786226,-19.7531379261578
KP0563_AC_WP20,WP20,WP,20,25.1029986146391,-45.5347771767986,-19.6285801408414
KP0564_LM_WP20,WP20,WP,20,25.1114281791331,-45.5396754714912,-19.7004386954147
KP0565_AC_WP20,WP20,WP,20,24.6195239460943,-46.1884014261624,-19.9539805913517
KP0566_LM_WP20,WP20,WP,20,24.1262858197851,-45.1594753793932,-19.9258740510797
KP0567_LM_WP20,WP20,WP,20,24.126927349382,-45.457171504776,-19.8331177244838
KP0568_AC_WP20,WP20,WP,20,23.4534261939754,-46.0435667198352,-19.8806165781445
KP0569_AC_WP20,WP20,WP,20,23.3911961361258,-46.0158892619181,-19.9909263879794
KP0570_LM_WP20,WP20,WP,20,23.3322630324893,-45.9291408728137,-20.214064929269
KP0571_AC_WP20,WP20,WP,20,22.7529694270643,-45.5802117295096,-19.8124126256354
KP0572_AC_WP20,WP20,WP,20,22.4675496896337,-46.3476797630136,-20.2796837069481
KP0573_LM_WP20,WP20,WP,20,22.4877945805207,-46.4498766885895,-20.345547151691
KP0574_AC_WP20,WP20,WP,20,22.5705535858786,-46.9000749489651,-20.3093118059763
KP0575_AC_WP20,WP20,WP,20,20.3863772976179,-46.8339076736598,-20.2510273562361
KP0576_AC_WP20,WP20,WP,20,20.1412113787561,-46.8746170302327,-20.2815681329898
KP0577_AC_WP20,WP20,WP,20,20.1734649196169,-46.6985753219734,-20.2215202595688
KP0578_AC_WP20,WP20,WP,20,20.0755553478965,-46.6768283852197,-20.2849910456843
KP0579_AC_WP20,WP20,WP,20,20.0093245328312,-46.6631643701439,-20.3967592489084
KP0580_AC_WP20,WP20,WP,20,19.8568220449355,-46.6554708177904,-20.2892294513512
